ID,Market,Region,Customer Feedback,NPS,ROUTERID
16267670,Singapore,North,"Q1: It happened 3 times, with something big going on on TV - National Day or Chinese New Year, US election - that we were not able to see the program. Once we had to sort it out with customer service support & once we had to wait the next day. No obvious reasons.  Q3: Entertainment & HBO pass are expensive. Would be appreciated, if on all those channels a later viewing (time to once convenient) would be possible.  General: When browsing the channels it takes tooooooo looooong until the actual screening can be seen.  Thank you",9,13644
21128224,Singapore,North-East,None,8,13645
21367748,Singapore,West,,9,13646
16889519,Singapore,West,Home Broadband is slow in the bedrooms . Have to be near the router to get better signals,5,13647
19656522,Singapore,North-East,Generally I m happy with t overall services provided by StarHub.But of course there r always room for improvements.,8,13648
6047354,Singapore,North-East,For your ongoing motivation,8,13649
7107690,Singapore,East,Good,5,13650
13543628,Singapore,West,Need to offer competitive package and ensure continuous customer support !,4,13651
6933207,Singapore,East,Broadband is unreliable. Dips in the afternoon almost everyday. Please rectify.,1,13652
19699722,Singapore,West,Nil,10,13653
13861751,Singapore,West,"Overall experience meet satisfaction yet perfection . Some lagging at times . Charges wise at satisfactory level , not so expensive and more than average standard is met .",7,13654
20531933,Singapore,East,It's too slow and the connection is too unstable. And the pricing isn't that great.,5,13655
5836029,Singapore,East,Okay,4,13656
13327023,Singapore,East,Better rates in the market,10,13657
18731425,Singapore,Central,So far no disruptions to my connections.,10,13658
22018756,Singapore,North,Fast speed . I like.,9,13659
13742709,Singapore,North,Low connectivity 8pm onwards everyday.,6,13660
15121050,Singapore,North,7,6,13661
6331636,Singapore,Central,Pricing is reasonable but the network is often disrupted and not very strong signal occasionally.,5,13662
6331636,Singapore,Central,Pricing is ok but WIFI connection can be improved further. Technicians' knowledge also can be further enhanced to recommend appropriate solutions.,6,13663
6114433,Singapore,West,Slow interner & not enough coverage,0,13664
14110875,Singapore,North-East,intermittent service,3,13665
5694186,Singapore,North-East,"Too much break off of connection, even renew , no service of changing of modem from your company even go higher premium",5,13666
16870437,Singapore,North-East,The broadband connection is slow,5,13667
15543217,Singapore,North,Please continue your good service to the people.,10,13668
14544801,Singapore,West,NA,5,13669
19097191,Singapore,East,"Very often the recorded programs cannot be accessed unless we switch off and wait for tbe reset to finish which is annonying ! Sometimes the recording is not complete.... If we call tech helpline, we are told to reset....We get message abt insufficient tuners...how to get more ????",6,13670
19093351,Singapore,East,Difficult to reach out to customer service staff.,8,13671
6486919,Singapore,West,Help desk staff very helpful at all times,10,13672
6486919,Singapore,West,Yes,10,13673
12970857,Singapore,East,no comment,5,13674
19117831,Singapore,Central,Broadband goes down every night between 9pm and 10pm. I always reset router.,0,13675
19117831,Singapore,Central,Always cuts out at 10pm,0,13676
6251235,Singapore,North,Satisfactory for the stable of the service,7,13677
6251235,Singapore,North,"Router very stable.  I got message every month of my billing with amount,  so i did know everything in order for my giro payment",7,13678
19526558,Singapore,North,"I was given free boardband as i renew my starhub cable subscription, therefore I do not have rate but recently I received SMS that my starhub boardband is expiring this month, I think. I check on 1gbp boardband subscription around $49, very high.",2,13679
15086010,Singapore,North,Occasionally Internet not stable,8,13680
22080196,Singapore,East,it will not work sometime when i needed the internet the most,0,13681
19028310,Singapore,North-East,Once a hubee always a hubee,10,13682
19028310,Singapore,North-East,Recently my wifi seems to be slow n can't connect properly,5,13683
6100033,Singapore,North-East,On some occation internet signal would simply drop and router reconnect back,10,13684
18432381,Singapore,West,Sometimes router not functioning properly as in not able to connect to main router,8,13685
13901832,Singapore,North-East,Still has room.for improvements,8,13686
22135157,Singapore,East,Broadband speed is intermittent,8,13687
15729700,Singapore,North,"At times, the internet connections seems to drop off",7,13688
5869629,Singapore,North,Connections in the bedroom is weaker,8,13689
21349865,Singapore,East,Please use other known routers except Nokia. It's not recommended and has not a lot of function for consumers. Thus I am using my own router.,9,13690
21349865,Singapore,East,Please use other known routers except Nokia. It's not recommended and has not a lot of function for consumers. Thus I am using my own router.,8,13691
13474385,Singapore,Central,Performance of broadband not execellance,5,13692
17951413,Singapore,North-East,"You send a faulty router to set up, then I had go through all the hassle to get your team to Troubleshoot and in the end I am charged 50 dollars for the replacement of the faulty router that stopped working an hour after you left. This is ridiculous",2,13693
6640521,Singapore,Central,Loss for words,0,13694
6120673,Singapore,North,Speed is lower I probably need to upgrade my equipment,10,13695
6753323,Singapore,East,Your cable tv services are getting worse and worse. Less and less good channels.,2,13696
6058512,Singapore,North,The previous router model seemed more stable,8,13697
5755387,Singapore,West,Very hard to get connected with the broad band... Please do something before I switch to other provider,0,13698
18484462,Singapore,East,Nokia router forgot how to access,10,13699
17615648,Singapore,West,All telcos collude to provide a product that is the same. StarHub does not reward loyalty. Already moved away four mobile lines and TV away from StarHub. Will move the rest the first chance I get.,1,13700
15578737,Singapore,East,Sometimes the signal is not as strong or drops but not too often.,8,13701
5933230,Singapore,North-East,Felt cheated when Netflix was removed after few months from bundle,10,13702
13093739,Singapore,East,No comments,8,13703
12391009,Singapore,East,"Not very happy about the removal of certain channels over the last few years (eg History 2, etc, and now the Korean channel) Nothing new is added to replace these unilateral removal of channels and there's hardly anything to see now except a lot of repeats",4,13704
20664895,Singapore,North-East,so far so good,8,13705
21504668,Singapore,East,I've been using starhub for more than 7 years. The plan is good. Been using cooperate plan till now. Thank you Starhub!,10,13706
19356395,Singapore,East,Multiple outage incidents over the year. Not getting the subscribed speed.,1,13707
13766950,Singapore,North-East,The actual internet speed is around 500+ even though the connection is 1gbps. I have tested it directly using my ax11000 router's internet speed software.,6,13708
14774725,Singapore,East,"You are still one if the cheapest but tech support is sketchy n slow. abd now HP plans with a free phone are expensive ,as if you only want to sell overpriced 5G phones with more 'premium' services.",6,13709
14549842,Singapore,East,Your hotline very hard to speak to a operator Cannot communicate and feedback for resolve problem.,3,13710
6468757,Singapore,West,Satisfy,9,13711
