ROUTERID,Device Type,Signal Decibel,Data Downloaded,Data Uploaded
14352,Smartphone,-62,244830096,819918648
20931,Smartwatch,-75,979114260,254134093
6281,Laptop,-94,389005544,440918315
18285,Laptop,-78,10014611,990763491
20206,Smartwatch,-79,79820055,985967883
3610,Security Camera,-77,89361452,290689773
2059,Printer,-91,112518961,136776002
15991,Gaming Console,-56,806775634,461664738
21502,Smart TV,-63,524900363,591021366
23421,Printer,-51,753232386,895255772
8647,Printer,-93,998289561,523550833
18879,Smartphone,-58,609503339,338795847
9,Laptop,-62,238984147,26907766
7750,Laptop,-61,7433858,393682667
2547,Smart TV,-55,75206730,399233489
15352,Smart TV,-62,313049075,235088001
7127,Smart TV,-97,956711465,238891733
2561,Smartwatch,-71,557888091,975139999
8928,Smart TV,-80,573422679,746868449
9600,Desktop,-88,886516558,199767372
11396,Smart TV,-65,967914987,610203641
4504,Gaming Console,-99,851836227,10422108
13958,Security Camera,-85,576039176,94721466
10158,Smart Speaker,-76,159295710,361392767
7330,Smart TV,-53,843875962,129191080
12765,Tablet,-76,947789333,395246843
22363,Desktop,-59,451428714,494504306
19805,Smart TV,-85,948688552,870145708
22993,Smart TV,-93,608756306,880951035
413,Smart TV,-75,787637180,706925286
9793,Smartwatch,-100,203057309,62521022
3306,Tablet,-97,754286568,433963161
1593,Smart TV,-91,151648334,222526287
12864,Printer,-96,645565268,545382716
16301,Desktop,-100,78676672,591073941
10651,Smartwatch,-72,858802496,600260164
12484,Printer,-52,699211054,419412284
1043,Smartwatch,-93,844127727,299929626
17003,Printer,-78,493948539,274958595
8964,Laptop,-86,926098245,752956377
8380,Smart TV,-70,488355505,602027501
9522,Laptop,-80,961924318,731644518
7883,Desktop,-70,189377179,402636421
21892,Smart TV,-56,127665257,823466935
8464,Tablet,-59,209315469,208241282
3656,Printer,-72,337005682,158226698
3769,Smart TV,-63,61966972,748698973
16184,Laptop,-91,439661130,918764375
801,Security Camera,-57,299709927,29270171
4226,Smartwatch,-100,305589005,752402669
14976,Smartphone,-93,196438915,812455024
7310,Security Camera,-69,785990225,37059753
21575,Desktop,-54,881150279,550135416
17740,Tablet,-63,793234034,409413146
16601,Printer,-51,653923769,835737322
22084,Security Camera,-62,746792342,638589631
23312,Security Camera,-68,646268022,655206504
8545,Security Camera,-97,83515982,290974844
18891,Gaming Console,-96,416682295,371475914
15782,Smartwatch,-61,932625325,126520787
13232,Security Camera,-73,85485269,289605880
19823,Gaming Console,-65,668169253,416952650
20793,Security Camera,-79,96053040,613867311
16593,Laptop,-53,596536726,741653617
11967,Security Camera,-74,578029603,576143425
23098,Tablet,-91,997559874,339122405
8378,Smartwatch,-89,537997432,878238236
17052,Printer,-87,372301356,589539990
7538,Printer,-88,113559433,303612398
17587,Laptop,-85,639100139,808252499
4291,Laptop,-90,920057666,859056165
13991,Smartphone,-52,778902345,711517129
2178,Tablet,-95,678736284,523182752
15036,Gaming Console,-72,15469354,330717039
22786,Smart Speaker,-62,472499643,818764379
18250,Laptop,-65,293971342,59182271
21280,Desktop,-63,544446609,586284041
12208,Printer,-74,520221781,600733778
5655,Printer,-91,816950949,355483983
2971,Security Camera,-51,178698634,276336924
9751,Gaming Console,-62,462283113,379437748
19392,Desktop,-76,367773770,766471764
2134,Tablet,-95,678190063,440065351
17571,Desktop,-69,251201095,887841395
15457,Printer,-66,896445585,852680652
14612,Desktop,-55,968358805,909504986
3284,Tablet,-71,247635328,76228148
16479,Laptop,-82,993097174,116725296
18155,Laptop,-77,752407932,238891462
5112,Gaming Console,-58,591283871,941046949
7508,Smartphone,-86,379252238,825592878
13339,Security Camera,-65,169800319,736892496
4365,Smart Speaker,-90,205734943,513410892
7771,Smart Speaker,-89,326670628,974361099
18376,Smart TV,-93,195443859,686191109
8402,Smart TV,-98,152410347,390807595
5245,Tablet,-66,107594515,478100710
14668,Smartphone,-53,29923546,324664752
11114,Smart Speaker,-60,758001029,515286293
4857,Smart TV,-83,520421716,578263072
13090,Smart TV,-95,838444192,771641113
14485,Desktop,-66,86724459,613571216
4559,Desktop,-96,46873016,957160237
17735,Smartwatch,-51,657730197,71493883
2884,Smart TV,-72,656398900,211010584
21638,Security Camera,-59,299569461,343195844
21295,Gaming Console,-62,112542611,23555350
12915,Tablet,-83,846840374,802390853
18704,Tablet,-59,238282097,469603873
8907,Desktop,-72,141866590,849262014
21328,Tablet,-80,649825166,616418635
14455,Smartwatch,-76,597669640,335383523
22950,Smart TV,-74,57296911,595128411
9662,Printer,-76,664233796,867555437
3655,Printer,-87,214341844,791046302
6032,Printer,-64,69395973,3022976
4530,Smartwatch,-84,820784730,455248730
23375,Printer,-81,644011511,903706632
19200,Gaming Console,-75,945404662,545456359
3363,Smartwatch,-72,437136212,115198572
21587,Security Camera,-65,850527953,12180934
10752,Smartwatch,-87,953459556,281821662
79,Tablet,-60,658889192,321741166
10660,Gaming Console,-61,621585910,551646584
10674,Tablet,-90,609475232,451881072
7349,Smart Speaker,-95,408438683,290464920
20021,Printer,-80,219535266,452993481
20973,Laptop,-91,761550617,447828939
13751,Laptop,-62,972140231,51911864
11298,Smart Speaker,-67,997849543,915659938
2646,Laptop,-90,864122752,641356878
5921,Tablet,-64,857851017,730152753
14995,Desktop,-64,746420921,777174215
7848,Gaming Console,-81,135134902,224529909
18838,Smartwatch,-85,127077626,134234287
2294,Laptop,-78,699802100,58099209
16700,Laptop,-79,888004357,420070003
8908,Printer,-75,944266018,624389458
10975,Smart Speaker,-86,221529609,494143514
1491,Desktop,-65,816388082,210773376
18453,Desktop,-69,494342949,108644679
23030,Smart Speaker,-76,265859699,424847041
21756,Printer,-90,934008015,852824036
18862,Smartphone,-73,986361005,738294440
3973,Smartwatch,-64,887331445,564847756
7520,Smart Speaker,-63,888930606,670915138
3751,Desktop,-68,972029561,631204964
7899,Tablet,-76,932019903,418012562
16138,Smartwatch,-87,651079559,250274149
5181,Security Camera,-84,217295346,71944281
17981,Security Camera,-52,872588807,544477542
13393,Security Camera,-50,498583546,780861830
6636,Desktop,-92,913493354,791695204
14549,Laptop,-60,379499797,438194458
1714,Smart TV,-100,112182203,636986047
5939,Gaming Console,-52,716065754,798869340
10321,Desktop,-62,12173275,851237537
6519,Smart Speaker,-69,294985225,953214229
21680,Laptop,-80,82412301,780133273
21654,Smart TV,-57,678554053,15529252
17972,Tablet,-81,349626309,653242699
20375,Tablet,-68,450826310,877194373
7175,Laptop,-91,693207148,644548510
12354,Desktop,-50,152238668,509187040
23262,Laptop,-74,179215011,576006071
14231,Laptop,-96,787554970,570472628
966,Desktop,-84,447040715,837130296
4719,Smartphone,-92,881354072,11486350
17292,Gaming Console,-93,187793073,930347935
14322,Tablet,-52,941288140,137337791
18408,Laptop,-65,218957923,340343426
13699,Printer,-90,538942566,54089088
10491,Smart TV,-62,155902011,796479179
19072,Security Camera,-69,549026903,422356422
12120,Tablet,-92,95218019,320157054
15692,Smart TV,-94,197136031,317071169
17806,Printer,-66,367434296,676552862
6617,Tablet,-84,333155301,457913967
22075,Tablet,-99,87129840,626307065
1294,Smart TV,-90,11359695,680999860
22458,Smartwatch,-90,575523806,692655048
10720,Smartphone,-53,120250538,452155802
2760,Gaming Console,-63,446709929,370569067
22080,Laptop,-83,611996979,508605548
14808,Security Camera,-71,221284122,837688775
15514,Laptop,-54,278669181,901926354
17322,Smartwatch,-68,798930546,613181621
6255,Tablet,-81,56077142,705008579
21224,Gaming Console,-99,603484166,630417835
14848,Smartphone,-70,800090573,34979328
23252,Printer,-86,422904378,595935321
18660,Printer,-93,638591792,676118428
20550,Smart TV,-64,20872553,762302190
18345,Smart Speaker,-71,290512705,78422322
609,Smart TV,-81,907005878,863661301
19199,Smartphone,-92,449423453,55818966
18285,Smartwatch,-51,777156044,932758442
3673,Desktop,-59,923525564,251279993
13130,Tablet,-71,91970727,784372724
12204,Smart Speaker,-51,645456614,827134447
6515,Laptop,-50,84887342,702385418
10650,Desktop,-93,611694123,648247985
19996,Laptop,-87,263266624,97448746
18708,Smartphone,-95,333909314,476279737
15578,Gaming Console,-86,173751656,747620033
8880,Smartphone,-91,485514059,109080760
1087,Printer,-65,303531911,918635502
19191,Smartphone,-92,435573695,647723799
7151,Smart Speaker,-100,340095725,916812321
23710,Smart Speaker,-75,39038089,807297085
5695,Tablet,-58,740534628,938819875
509,Smart TV,-81,1922457,727329735
6646,Tablet,-85,434706718,705307979
23163,Smartphone,-100,630782045,260219305
21589,Smart TV,-60,223675385,547904486
21869,Gaming Console,-83,565380742,913328521
1075,Smart Speaker,-86,417703270,207755144
12851,Desktop,-52,663967032,380455194
18261,Smartwatch,-69,741846020,219361868
12330,Smart Speaker,-81,915262559,996512713
6909,Printer,-85,905213546,122955949
14258,Smartwatch,-71,461980633,653641599
20124,Desktop,-94,555554015,790642631
20605,Smart TV,-78,946441397,389440831
6007,Smartwatch,-80,140070301,296581209
18241,Gaming Console,-61,967595226,820225678
553,Laptop,-76,825534075,181581551
5917,Smart TV,-85,517508581,484461290
9289,Smart Speaker,-95,66883357,37976500
11826,Smart TV,-90,721593878,678484874
11128,Laptop,-86,146706392,757269152
18664,Gaming Console,-77,461603849,113143714
5182,Laptop,-82,941495158,25276198
13823,Smartwatch,-80,484776011,418304609
5712,Smartphone,-70,418329922,183021909
11402,Tablet,-54,877762870,228081577
5550,Laptop,-94,970297951,404807739
12330,Smartphone,-92,372037367,178564063
7546,Printer,-60,525869689,587737291
19427,Smartphone,-93,836086381,648201973
19388,Smartwatch,-100,705045493,797104159
23562,Tablet,-69,454645673,900146700
7079,Smartwatch,-53,730425779,656758356
1108,Smartwatch,-67,186122679,178769935
16892,Smart Speaker,-99,52189696,701824820
8157,Smart Speaker,-100,195108906,450455891
4834,Smart TV,-84,810017821,691760333
4215,Smartwatch,-98,342832662,781452796
3576,Gaming Console,-71,940086192,484320395
8747,Smartphone,-64,929135223,910454699
6150,Laptop,-54,438095644,854780706
2041,Tablet,-86,787648803,391434484
1823,Smart TV,-74,323526371,586851395
2489,Smart Speaker,-99,987635221,712343903
14297,Security Camera,-70,95989231,464795351
22145,Security Camera,-75,684651711,491796355
1087,Smartphone,-69,266083190,729948887
562,Printer,-76,438969259,322802259
9226,Smart Speaker,-57,598171192,838707901
15496,Smartwatch,-100,270116683,466469963
14425,Desktop,-85,34399828,585670220
1753,Desktop,-83,478776367,361184827
18036,Desktop,-73,255047831,476568677
11641,Smartwatch,-89,899322326,441604472
16042,Gaming Console,-73,37657889,686140242
8417,Smartwatch,-70,924766519,728269659
14489,Gaming Console,-71,284749101,135384574
21962,Tablet,-87,456582941,663510069
20264,Desktop,-62,350360695,838037733
7886,Smartphone,-61,190710087,11438744
1291,Desktop,-77,435255278,806036605
22204,Security Camera,-95,771652127,335701366
5287,Laptop,-71,192273733,454724284
18633,Laptop,-70,768131644,268334362
5071,Laptop,-50,345013762,576925297
17421,Laptop,-61,168449018,925964776
18079,Gaming Console,-89,827661183,588215055
2744,Smartphone,-93,446078310,171787457
22749,Smartphone,-90,744371919,385822886
2759,Printer,-59,185823444,203337852
22405,Smartwatch,-81,467539306,508569073
7861,Tablet,-56,882266663,575084343
5299,Laptop,-74,2782866,350192555
6674,Smartwatch,-98,214106268,245849143
9591,Smart Speaker,-65,707652286,937378023
20988,Desktop,-94,566561128,434883119
5942,Security Camera,-99,861956229,718338813
3275,Tablet,-59,656021949,95005359
8480,Security Camera,-66,546781406,726723590
20804,Desktop,-59,847938876,516350702
23332,Printer,-73,367432072,679023529
8946,Gaming Console,-100,107848696,892507195
11352,Printer,-94,371429309,276197859
23657,Tablet,-69,754436739,150594573
10624,Security Camera,-75,882844098,600552804
22563,Desktop,-76,286494876,403212485
7183,Printer,-93,764868632,401433882
17788,Smartwatch,-88,995490886,220818894
3377,Tablet,-66,143429477,773018353
3252,Tablet,-100,352672117,201260041
15816,Smart TV,-53,91957062,783755310
2623,Tablet,-51,515119819,669746687
6203,Gaming Console,-54,118617320,484515128
20360,Security Camera,-76,540303957,226534653
8825,Smartwatch,-98,840398298,56851791
19984,Smart Speaker,-77,268668807,958223274
3638,Smart TV,-97,940477995,223509623
16673,Smartwatch,-70,165324609,508284512
19604,Printer,-83,702547359,374366452
3384,Smart TV,-99,121342363,638904162
2250,Desktop,-75,509314650,679194425
5438,Printer,-71,767410267,969202150
5582,Security Camera,-74,359017831,676920988
8389,Security Camera,-50,712345244,982914253
3534,Smart Speaker,-64,380372957,332695793
14854,Smart TV,-55,799046621,869884625
23385,Smart Speaker,-50,675906744,529570258
11250,Desktop,-98,535526928,685733547
964,Smart TV,-56,763979065,301203311
1001,Laptop,-95,538184047,620107013
17601,Desktop,-51,654844989,511648115
927,Smartphone,-59,327227656,992214001
16646,Laptop,-88,225858735,400065656
620,Desktop,-97,999109957,200594456
15277,Smart TV,-98,24618565,657409731
14873,Security Camera,-63,767402960,234140912
4237,Gaming Console,-88,773962024,74849733
20031,Gaming Console,-90,552436506,67862227
18667,Laptop,-65,141258270,837970507
9385,Printer,-85,385676585,550783090
8750,Smart TV,-100,165168026,110084422
13767,Smart Speaker,-68,679447953,397866304
16648,Printer,-56,690494424,909257556
9722,Desktop,-67,628733596,816006029
8037,Smartphone,-60,61139135,614327158
11272,Desktop,-82,391715828,86426637
16973,Desktop,-83,98760662,778178368
9584,Gaming Console,-99,390429658,334428958
6706,Desktop,-82,533196688,329233582
18477,Smart Speaker,-52,921247388,199917793
14159,Printer,-62,809031656,317023245
2824,Smartphone,-60,53798187,771513318
17550,Tablet,-72,611769865,941131296
3661,Gaming Console,-94,825136258,225080638
14568,Security Camera,-50,181681386,247167429
14888,Printer,-94,725149715,971938900
22672,Printer,-95,801111351,233098536
16808,Smartphone,-93,730970851,583697425
21166,Tablet,-75,970333714,397596481
10545,Laptop,-63,536481844,113474353
14491,Smartwatch,-55,469331459,481826629
5651,Smart TV,-57,830630520,409989813
6152,Gaming Console,-56,811059572,837958735
14627,Smart Speaker,-55,428737128,531534468
19072,Printer,-61,88265202,460569896
11322,Smart Speaker,-77,749664315,176813553
2481,Laptop,-63,354895756,210089730
6817,Security Camera,-99,399049296,273293192
4176,Smart Speaker,-95,599342490,135746626
15824,Smart TV,-78,857527762,200270824
17984,Smartwatch,-56,661808560,51619283
18717,Laptop,-68,690134227,936596913
13310,Smart Speaker,-94,126947991,81921149
21504,Desktop,-80,255084502,91402638
18616,Security Camera,-79,553504624,92274853
2087,Smartwatch,-59,340434926,867873220
20197,Desktop,-81,961273433,549581918
9346,Gaming Console,-53,110334013,181286145
16849,Printer,-79,811119377,629206628
14671,Security Camera,-73,318159857,816150918
7377,Printer,-92,70620097,440789344
20651,Desktop,-71,641097055,517998737
9427,Smart TV,-81,294363365,388994894
22569,Smart Speaker,-51,875562687,80980672
12978,Smart Speaker,-57,199523804,382663797
3221,Desktop,-74,619210987,98662071
14265,Security Camera,-90,215210319,801061807
6437,Desktop,-84,274291842,213422594
4561,Printer,-87,344347933,448948408
4442,Printer,-53,510723816,531305613
11424,Security Camera,-88,164373231,91578329
7283,Smartwatch,-63,627095134,531267003
23587,Printer,-99,450535864,498453847
23640,Smart Speaker,-99,956251561,940274199
13158,Smart Speaker,-94,371566373,114477336
2120,Gaming Console,-77,837078115,516050447
6479,Tablet,-82,300518646,844642600
13158,Gaming Console,-95,491186613,765040778
23170,Smart TV,-92,507521785,173637760
20560,Smart Speaker,-100,495881179,626918728
7880,Desktop,-83,10362898,740304369
3298,Printer,-99,752146670,644206857
16927,Smartwatch,-97,285315403,703023654
5997,Security Camera,-70,701668222,385474474
2064,Tablet,-95,505031736,528577256
4386,Printer,-61,425107038,933742772
21076,Gaming Console,-61,166618282,96256527
